hi sir there is a complaint that mess hygiene is poor,Mess
good morning sir please resolve as library chairs broken,Infrastructure
hello please resolve as food not cooked properly,Mess
please note that exam schedule confusing,Academic
hello administration i am facing a problem where water leakage in hostel,Infrastructure
hi sir please resolve as bulb fused in corridor,Electrical
good morning please note that fee receipt not updated,Administration
hello administration there is an issue where administration staff rude,Administration
hello i would like to complain that fee receipt not updated,Administration
hello sir please resolve as building maintenance required,Infrastructure
good evening madam please note that mess hygiene is poor,Mess
hello administration there is a complaint that wifi disconnecting frequently,Network
i want to inform that lecture starts late,Academic
hello sir i want to inform that wifi login page not loading,Network
respected sir i am facing a problem where mess hygiene is poor,Mess
i would like to complain that faculty not responding to doubts,Academic
hello administration i would like to complain that teacher absent frequently,Academic
good morning sir kindly check because breakfast quality poor,Mess
good evening madam i want to report that network issue in hostel block,Network
good evening madam i want to inform that mess menu repetitive,Mess
hello sir i would like to complain that administration staff rude,Administration
good evening madam i want to inform that food smells bad,Mess
good morning there is a complaint that electricity gone since morning,Electrical
good evening madam i would like to complain that professor not explaining properly,Academic
hi sir i am facing a problem where power outage in hostel block,Electrical
good morning mess hygiene is poor,Mess
good morning i would like to complain that administration staff rude,Administration
hi sir kindly check because wiring problem in room,Electrical
i want to report that tube light flickering,Electrical
hello sir please resolve as complaint office not responding,Administration
respected sir please resolve as food not cooked properly,Mess
i want to inform that complaint office not responding,Administration
good morning syllabus not completed,Academic
i want to inform that toilet blocked,Infrastructure
hello sir there is a complaint that library chairs broken,Infrastructure
hello i want to report that too many assignments given,Academic
hello sir there is an issue where mess menu repetitive,Mess
good evening there is an issue where no internet in hostel room,Network
respected sir i would like to complain that complaint office not responding,Administration
respected sir i want to report that exam schedule confusing,Academic
good morning sir please resolve as bulb fused in corridor,Electrical
hi sir there is a complaint that bulb fused in corridor,Electrical
good evening madam professor not explaining properly,Academic
good evening madam study materials not uploaded,Academic
good morning kindly check because not enough food in mess,Mess
hi sir please note that toilet blocked,Infrastructure
hello administration please note that water leakage in hostel,Infrastructure
good morning sir please resolve as id card issue unresolved,Administration
good evening i would like to complain that lecture starts late,Academic
good morning sir power outage in hostel block,Electrical
good morning there is a complaint that washroom not clean,Infrastructure
good evening madam i want to report that internet not accessible in library,Network
good morning please note that breakfast quality poor,Mess
hi sir tube light flickering,Electrical
hello sir there is an issue where unable to connect to campus wifi,Network
hello sir i want to report that administration staff rude,Administration
hi sir i would like to complain that documents verification delayed,Administration
good morning sir i would like to complain that fan not working in room,Electrical
there is a complaint that fee receipt not updated,Administration
hello administration i am facing a problem where power outage in hostel block,Electrical
respected sir kindly check because water supply not available,Infrastructure
good evening madam there is a complaint that mess food quality very bad,Mess
good evening madam please note that breakfast quality poor,Mess
hello i want to inform that fee receipt not updated,Administration
good evening i would like to complain that faculty not responding to doubts,Academic
hello administration please resolve as wifi login page not loading,Network
hello administration i want to report that power outage in hostel block,Electrical
there is an issue where network issue in hostel block,Network
good evening i would like to complain that too many assignments given,Academic
good evening there is a complaint that wifi disconnecting frequently,Network
hello administration there is an issue where wifi signal very weak,Network
good morning sir i am facing a problem where building maintenance required,Infrastructure
good morning sir bulb fused in corridor,Electrical
respected sir please note that internet speed very slow,Network
hello kindly check because exam schedule confusing,Academic
good morning please note that mess hygiene is poor,Mess
hello i would like to complain that certificate not issued,Administration
good evening madam there is a complaint that not enough food in mess,Mess
good morning sir class schedule not clear,Academic
hello lab sessions cancelled,Academic
hello sir i would like to complain that washroom not clean,Infrastructure
hello i want to inform that food served cold,Mess
hello there is an issue where plates are dirty in mess,Mess
drinking water problem,Infrastructure
hello please resolve as teacher absent frequently,Academic
respected sir bathroom cleaning not done,Infrastructure
good evening madam please resolve as administration staff rude,Administration
good morning sir please note that classroom benches damaged,Infrastructure
good evening fee receipt not updated,Administration
good evening madam i am facing a problem where wifi signal very weak,Network
good evening madam i want to inform that scholarship not processed,Administration
good evening i would like to complain that unable to connect to campus wifi,Network
good morning please resolve as breakfast quality poor,Mess
good evening madam i want to report that bathroom cleaning not done,Infrastructure
hello sir kindly check because fan speed very slow,Electrical
good evening please note that power outage in hostel block,Electrical
good morning please resolve as wifi not working in hostel,Network
breakfast quality poor,Mess
hello there is an issue where unable to connect to campus wifi,Network
hello administration i want to report that syllabus not completed,Academic
respected sir i want to report that admin office not responding,Administration
hi sir i want to report that study materials not uploaded,Academic
hello sir there is an issue where exam schedule confusing,Academic
hi sir please note that wifi disconnecting frequently,Network
good morning i would like to complain that library chairs broken,Infrastructure
hello please note that bulb fused in corridor,Electrical
good evening please note that documents verification delayed,Administration
hello there is an issue where complaint office not responding,Administration
hello administration i would like to complain that electricity gone since morning,Electrical
respected sir please note that network issue in hostel block,Network
good evening i want to inform that administration staff rude,Administration
hello i want to inform that food not cooked properly,Mess
hi sir there is a complaint that socket not working,Electrical
hello administration kindly check because breakfast quality poor,Mess
hello sir kindly check because water supply not available,Infrastructure
hello sir there is an issue where mess food quality very bad,Mess
respected sir there is an issue where water supply not available,Infrastructure
good morning there is a complaint that switchboard damaged,Electrical
hello administration kindly check because internet speed very slow,Network
i want to inform that library chairs broken,Infrastructure
respected sir drinking water problem,Infrastructure
good morning please note that hostel allotment delayed,Administration
good morning sir i would like to complain that lab sessions cancelled,Academic
i want to report that mess menu repetitive,Mess
i want to inform that mess food quality very bad,Mess
hello administration there is a complaint that not enough food in mess,Mess
hello sir leave request not approved,Administration
good evening there is a complaint that food served cold,Mess
good evening there is an issue where lecture starts late,Academic
good morning sir i want to report that socket not working,Electrical
hello administration please resolve as wifi signal very weak,Network
good morning sir please resolve as bathroom cleaning not done,Infrastructure
hi sir there is a complaint that wifi not working in hostel,Network
hello administration i am facing a problem where power outage in hostel block,Electrical
hello administration i would like to complain that class schedule not clear,Academic
good evening madam there is an issue where mess menu repetitive,Mess
good evening lecture starts late,Academic
hello sir i want to inform that classroom benches damaged,Infrastructure
respected sir i want to report that wifi signal very weak,Network
hello administration please note that certificate not issued,Administration
good morning sir i am facing a problem where complaint office not responding,Administration
hello administration there is a complaint that fee receipt not updated,Administration
hello administration there is a complaint that hostel gate lock broken,Infrastructure
good morning i want to report that bulb fused in corridor,Electrical
there is an issue where mess menu repetitive,Mess
good morning there is an issue where hostel allotment delayed,Administration
hello administration i am facing a problem where tube light flickering,Electrical
hello sir i want to inform that hostel allotment delayed,Administration
hi sir i want to inform that wiring problem in room,Electrical
hello i am facing a problem where electricity gone since morning,Electrical
hello administration there is a complaint that socket not working,Electrical
hello sir there is an issue where campus wifi down today,Network
hello sir there is an issue where no internet in hostel room,Network
hi sir kindly check because tube light flickering,Electrical
hi sir i want to inform that leave request not approved,Administration
good morning sir i want to inform that lecture starts late,Academic
hello sir there is a complaint that drinking water problem,Infrastructure
good morning sir there is a complaint that electricity gone since morning,Electrical
hello sir please note that syllabus not completed,Academic
i am facing a problem where professor not explaining properly,Academic
hello administration please resolve as unable to connect to campus wifi,Network
good morning sir there is an issue where lab sessions cancelled,Academic
hostel gate lock broken,Infrastructure
please resolve as hostel gate lock broken,Infrastructure
hello administration kindly check because mess hygiene is poor,Mess
good evening please note that id card issue unresolved,Administration
hello sir i want to inform that wifi disconnecting frequently,Network
hello administration there is an issue where hostel gate lock broken,Infrastructure
good morning sir i want to report that mess food quality very bad,Mess
good evening madam i am facing a problem where scholarship not processed,Administration
good evening madam i want to inform that study materials not uploaded,Academic
i am facing a problem where drinking water problem,Infrastructure
good morning there is a complaint that complaint office not responding,Administration
hi sir there is an issue where wifi disconnecting frequently,Network
good evening madam mess hygiene is poor,Mess
good evening there is an issue where plates are dirty in mess,Mess
hello sir there is a complaint that syllabus not completed,Academic
good morning please note that hostel allotment delayed,Administration
good morning i am facing a problem where food served cold,Mess
hello sir kindly check because breakfast quality poor,Mess
hi sir i would like to complain that no internet in hostel room,Network
hello sir please note that electricity gone since morning,Electrical
good evening madam kindly check because internet not accessible in library,Network
good evening madam please note that unable to connect to campus wifi,Network
i want to inform that plates are dirty in mess,Mess
hello i want to report that plates are dirty in mess,Mess
hello there is an issue where power outage in hostel block,Electrical
hello there is an issue where drinking water problem,Infrastructure
good evening madam breakfast quality poor,Mess
respected sir please resolve as vegetables not fresh,Mess
good morning sir please note that network issue in hostel block,Network
hello sir please note that breakfast quality poor,Mess
respected sir please resolve as library chairs broken,Infrastructure
hello administration kindly check because admin office not responding,Administration
good evening madam i want to report that vegetables not fresh,Mess
good morning please resolve as bathroom cleaning not done,Infrastructure
hello sir please note that teacher absent frequently,Academic
respected sir there is a complaint that class schedule not clear,Academic
hi sir certificate not issued,Administration
hello sir kindly check because plates are dirty in mess,Mess
respected sir kindly check because campus wifi down today,Network
good morning i would like to complain that bulb fused in corridor,Electrical
good evening certificate not issued,Administration
hello administration please resolve as food smells bad,Mess
good morning sir exam schedule confusing,Academic
hello sir please note that professor not explaining properly,Academic
good morning i want to report that switchboard damaged,Electrical
hello sir i would like to complain that water supply not available,Infrastructure
good morning i want to inform that tube light flickering,Electrical
good morning kindly check because bulb fused in corridor,Electrical
good morning sir please resolve as unable to connect to campus wifi,Network
hello sir there is a complaint that bathroom cleaning not done,Infrastructure
hello administration i want to report that syllabus not completed,Academic
good evening i am facing a problem where no internet in hostel room,Network
there is an issue where power outage in hostel block,Electrical
respected sir please note that wiring problem in room,Electrical
good morning sir i would like to complain that wifi disconnecting frequently,Network
good morning kindly check because too many assignments given,Academic
good evening madam please resolve as wifi login page not loading,Network
good evening madam there is a complaint that class schedule not clear,Academic
hello administration there is a complaint that lab sessions cancelled,Academic
good morning sir i would like to complain that water leakage in hostel,Infrastructure
hello i want to inform that mess hygiene is poor,Mess
good morning sir there is an issue where administration staff rude,Administration
hi sir kindly check because fan making loud noise,Electrical
good evening i would like to complain that water supply not available,Infrastructure
good evening i am facing a problem where exam schedule confusing,Academic
hello i want to report that certificate not issued,Administration
hello administration i want to report that bulb fused in corridor,Electrical
good evening please note that hostel gate lock broken,Infrastructure
good morning sir there is a complaint that scholarship not processed,Administration
good morning sir please note that fan making loud noise,Electrical
respected sir please note that fan not working in room,Electrical
respected sir i am facing a problem where wiring problem in room,Electrical
good evening madam kindly check because classroom benches damaged,Infrastructure
good morning sir i would like to complain that internet not accessible in library,Network
good morning sir i want to report that admin office not responding,Administration
hello sir please resolve as exam schedule confusing,Academic
good morning i want to inform that lecture starts late,Academic
toilet blocked,Infrastructure
good evening madam kindly check because classroom benches damaged,Infrastructure
hello administration i want to report that not enough food in mess,Mess
good evening madam kindly check because lecture starts late,Academic
please resolve as food served cold,Mess
respected sir there is a complaint that certificate not issued,Administration
good morning there is an issue where lecture starts late,Academic
hello i am facing a problem where food smells bad,Mess
hello sir drinking water problem,Infrastructure
respected sir kindly check because fan speed very slow,Electrical
i want to report that teacher absent frequently,Academic
hello administration please resolve as fan speed very slow,Electrical
hello network issue in hostel block,Network
good morning sir i want to inform that wifi not working in hostel,Network
there is an issue where campus wifi down today,Network
hello administration kindly check because campus wifi down today,Network
good evening madam documents verification delayed,Administration
hello sir kindly check because washroom not clean,Infrastructure
hello sir there is an issue where electricity gone since morning,Electrical
hi sir i want to inform that plates are dirty in mess,Mess
respected sir please resolve as unable to connect to campus wifi,Network
hello sir fan speed very slow,Electrical
kindly check because food served cold,Mess
good morning sir i want to report that socket not working,Electrical
good evening madam i want to report that water supply not available,Infrastructure
hello sir please note that professor not explaining properly,Academic
good morning please note that lecture starts late,Academic
good evening madam i want to report that plates are dirty in mess,Mess
hello administration i want to report that wifi disconnecting frequently,Network
respected sir not enough food in mess,Mess
i am facing a problem where tube light flickering,Electrical
hi sir i want to inform that food served cold,Mess
hello administration i want to inform that fee receipt not updated,Administration
good morning please note that scholarship not processed,Administration
hello i want to inform that building maintenance required,Infrastructure
hello sir i am facing a problem where network issue in hostel block,Network
good evening madam please note that wiring problem in room,Electrical
good morning sir i want to inform that unable to connect to campus wifi,Network
good evening i want to inform that power outage in hostel block,Electrical
hello administration i am facing a problem where wifi disconnecting frequently,Network
good morning i want to inform that socket not working,Electrical
hello administration i want to report that toilet blocked,Infrastructure
good morning please resolve as wifi not working in hostel,Network
please note that admin office not responding,Administration
good evening madam i want to report that professor not explaining properly,Academic
there is an issue where syllabus not completed,Academic
good evening madam there is a complaint that drinking water problem,Infrastructure
hello administration please resolve as library chairs broken,Infrastructure
good morning kindly check because tube light flickering,Electrical
good morning there is a complaint that mess menu repetitive,Mess
good morning sir kindly check because vegetables not fresh,Mess
good morning sir i would like to complain that socket not working,Electrical
good morning sir kindly check because toilet blocked,Infrastructure
hi sir kindly check because faculty not responding to doubts,Academic
i would like to complain that plates are dirty in mess,Mess
good morning i want to inform that class schedule not clear,Academic
good morning sir there is an issue where power outage in hostel block,Electrical
hi sir please note that professor not explaining properly,Academic
hello administration there is an issue where lecture starts late,Academic
good morning i am facing a problem where wiring problem in room,Electrical
hello sir i want to report that syllabus not completed,Academic
there is an issue where fan making loud noise,Electrical
good morning kindly check because internet not accessible in library,Network
hello please resolve as wifi disconnecting frequently,Network
hi sir please resolve as study materials not uploaded,Academic
good morning kindly check because too many assignments given,Academic
hi sir hostel gate lock broken,Infrastructure
good morning sir i want to inform that socket not working,Electrical
good morning power outage in hostel block,Electrical
respected sir i would like to complain that id card issue unresolved,Administration
good morning please note that wifi not working in hostel,Network
respected sir i want to inform that water supply not available,Infrastructure
good morning study materials not uploaded,Academic
hi sir please resolve as tube light flickering,Electrical
hi sir kindly check because wifi disconnecting frequently,Network
hello i am facing a problem where wifi disconnecting frequently,Network
hello administration i want to report that fan speed very slow,Electrical
hello administration i want to report that vegetables not fresh,Mess
hello please resolve as campus wifi down today,Network
good evening please resolve as unable to connect to campus wifi,Network
hello administration there is a complaint that documents verification delayed,Administration
good morning please note that fan not working in room,Electrical
good morning i want to inform that leave request not approved,Administration
good morning i want to report that switchboard damaged,Electrical
respected sir kindly check because hostel allotment delayed,Administration
hi sir i am facing a problem where faculty not responding to doubts,Academic
hi sir i am facing a problem where mess menu repetitive,Mess
good morning sir i am facing a problem where no internet in hostel room,Network
hello sir please resolve as breakfast quality poor,Mess
hello administration scholarship not processed,Administration
hello administration kindly check because toilet blocked,Infrastructure
hello administration i am facing a problem where fan speed very slow,Electrical
hi sir wifi disconnecting frequently,Network
hello administration please note that washroom not clean,Infrastructure
good evening please note that electricity gone since morning,Electrical
hello administration kindly check because tube light flickering,Electrical
hello administration please resolve as certificate not issued,Administration
hello administration kindly check because scholarship not processed,Administration
good evening please note that wifi disconnecting frequently,Network
respected sir i am facing a problem where fee receipt not updated,Administration
respected sir there is a complaint that drinking water problem,Infrastructure
food served cold,Mess
good morning i am facing a problem where bathroom cleaning not done,Infrastructure
hello sir i am facing a problem where too many assignments given,Academic
hello administration there is an issue where electricity gone since morning,Electrical
good morning please resolve as wifi signal very weak,Network
good evening please note that toilet blocked,Infrastructure
hello please resolve as network issue in hostel block,Network
hello bulb fused in corridor,Electrical
hello i am facing a problem where food not cooked properly,Mess
hello please note that power outage in hostel block,Electrical
hello administration there is a complaint that plates are dirty in mess,Mess
good morning sir please note that food smells bad,Mess
good morning please resolve as fan making loud noise,Electrical
hello sir i am facing a problem where bulb fused in corridor,Electrical
good morning sir i want to report that professor not explaining properly,Academic
good morning i am facing a problem where not enough food in mess,Mess
good evening building maintenance required,Infrastructure
i am facing a problem where not enough food in mess,Mess
good evening please resolve as wiring problem in room,Electrical
hello there is a complaint that mess menu repetitive,Mess
hello please note that certificate not issued,Administration
there is a complaint that food smells bad,Mess
respected sir i want to report that power outage in hostel block,Electrical
respected sir kindly check because power outage in hostel block,Electrical
respected sir kindly check because library chairs broken,Infrastructure
respected sir internet speed very slow,Network
hello i want to report that mess hygiene is poor,Mess
good morning sir there is a complaint that leave request not approved,Administration
hi sir i want to report that wifi disconnecting frequently,Network
good morning i want to report that library chairs broken,Infrastructure
hello sir i am facing a problem where water leakage in hostel,Infrastructure
hi sir i want to report that fan not working in room,Electrical
hello administration kindly check because drinking water problem,Infrastructure
good morning there is an issue where tube light flickering,Electrical
good morning sir please resolve as not enough food in mess,Mess
i want to inform that class schedule not clear,Academic
respected sir please resolve as campus wifi down today,Network
good morning i would like to complain that wifi signal very weak,Network
good evening i would like to complain that mess menu repetitive,Mess
hello administration please note that study materials not uploaded,Academic
good morning sir please resolve as power outage in hostel block,Electrical
good evening madam i want to report that classroom benches damaged,Infrastructure
good morning sir wifi not working in hostel,Network
hello sir there is a complaint that bathroom cleaning not done,Infrastructure
i would like to complain that class schedule not clear,Academic
hello administration i want to report that fan not working in room,Electrical
hello please note that documents verification delayed,Administration
hi sir kindly check because syllabus not completed,Academic
good evening there is an issue where id card issue unresolved,Administration
hi sir there is an issue where exam schedule confusing,Academic
there is a complaint that wifi disconnecting frequently,Network
hi sir there is an issue where fan not working in room,Electrical
good evening there is a complaint that toilet blocked,Infrastructure
hello sir i want to inform that tube light flickering,Electrical
good morning please note that wifi disconnecting frequently,Network
hello sir i am facing a problem where complaint office not responding,Administration
good evening madam please note that internet speed very slow,Network
respected sir i would like to complain that campus wifi down today,Network
hi sir i am facing a problem where water supply not available,Infrastructure
good evening madam kindly check because wifi not working in hostel,Network
respected sir kindly check because class schedule not clear,Academic
hi sir i would like to complain that exam schedule confusing,Academic
good evening kindly check because toilet blocked,Infrastructure
hello administration please resolve as professor not explaining properly,Academic
good morning sir there is an issue where vegetables not fresh,Mess
good morning sir please note that leave request not approved,Administration
hi sir i want to inform that plates are dirty in mess,Mess
i want to report that scholarship not processed,Administration
hello there is an issue where toilet blocked,Infrastructure
hello sir there is an issue where wifi login page not loading,Network
hi sir i am facing a problem where bathroom cleaning not done,Infrastructure
hello administration i am facing a problem where not enough food in mess,Mess
good morning i want to inform that hostel allotment delayed,Administration
good morning sir unable to connect to campus wifi,Network
hello administration please note that food not cooked properly,Mess
hello sir i want to report that hostel gate lock broken,Infrastructure
good evening there is an issue where documents verification delayed,Administration
good morning sir i want to inform that too many assignments given,Academic
good evening i am facing a problem where mess food quality very bad,Mess
hello i am facing a problem where exam schedule confusing,Academic
good evening there is an issue where professor not explaining properly,Academic
hi sir complaint office not responding,Administration
hello administration internet not accessible in library,Network
hi sir i am facing a problem where tube light flickering,Electrical
respected sir there is a complaint that administration staff rude,Administration
hello sir i want to inform that syllabus not completed,Academic
good morning sir unable to connect to campus wifi,Network
good morning sir please note that admin office not responding,Administration
hello there is a complaint that vegetables not fresh,Mess
respected sir please note that id card issue unresolved,Administration
hi sir there is an issue where documents verification delayed,Administration
good evening madam kindly check because socket not working,Electrical
hi sir please resolve as faculty not responding to doubts,Academic
hello please note that documents verification delayed,Administration
good morning sir i want to report that scholarship not processed,Administration
hello administration i want to report that teacher absent frequently,Academic
good evening there is a complaint that administration staff rude,Administration
respected sir i want to report that mess food quality very bad,Mess
good evening i would like to complain that food not cooked properly,Mess
respected sir there is an issue where admin office not responding,Administration
hi sir please resolve as drinking water problem,Infrastructure
hi sir kindly check because wifi disconnecting frequently,Network
good morning sir there is a complaint that wifi not working in hostel,Network
good evening madam i am facing a problem where leave request not approved,Administration
hi sir please resolve as breakfast quality poor,Mess
good evening madam library chairs broken,Infrastructure
respected sir there is an issue where not enough food in mess,Mess
hi sir i am facing a problem where wifi not working in hostel,Network
good morning i want to report that electricity gone since morning,Electrical
hi sir there is an issue where teacher absent frequently,Academic
please note that food served cold,Mess
respected sir there is an issue where tube light flickering,Electrical
hello sir i want to inform that food smells bad,Mess
hi sir i would like to complain that hostel allotment delayed,Administration
hello please resolve as professor not explaining properly,Academic
hi sir i would like to complain that class schedule not clear,Academic
hi sir kindly check because lecture starts late,Academic
there is a complaint that drinking water problem,Infrastructure
good morning i want to report that wiring problem in room,Electrical
hello sir i am facing a problem where lab sessions cancelled,Academic
respected sir i want to inform that wifi signal very weak,Network
good morning please note that teacher absent frequently,Academic
good morning sir please note that certificate not issued,Administration
good morning please note that bathroom cleaning not done,Infrastructure
hello i want to report that wiring problem in room,Electrical
good evening please resolve as mess hygiene is poor,Mess
hello sir kindly check because internet speed very slow,Network
good evening i want to inform that lab sessions cancelled,Academic
hi sir i want to report that certificate not issued,Administration
hello administration kindly check because teacher absent frequently,Academic
hi sir there is an issue where wifi signal very weak,Network
hello there is a complaint that plates are dirty in mess,Mess
hello administration staff rude,Administration
good morning sir please resolve as exam schedule confusing,Academic
good morning i want to report that wifi not working in hostel,Network
good evening please note that internet not accessible in library,Network
hello administration i would like to complain that fan making loud noise,Electrical
good morning sir i would like to complain that building maintenance required,Infrastructure
hello sir kindly check because bulb fused in corridor,Electrical
hello i want to report that campus wifi down today,Network
good evening faculty not responding to doubts,Academic
hi sir there is an issue where professor not explaining properly,Academic
good morning sir please note that fan making loud noise,Electrical
good evening madam please resolve as hostel allotment delayed,Administration
good evening fan making loud noise,Electrical
hello administration kindly check because wifi not working in hostel,Network
hello sir i am facing a problem where internet speed very slow,Network
good morning sir i would like to complain that library chairs broken,Infrastructure
good evening there is a complaint that professor not explaining properly,Academic
respected sir there is a complaint that faculty not responding to doubts,Academic
hi sir there is an issue where water supply not available,Infrastructure
good evening madam there is a complaint that wifi not working in hostel,Network
hello i want to report that washroom not clean,Infrastructure
respected sir i want to report that fee receipt not updated,Administration
respected sir i am facing a problem where wiring problem in room,Electrical
good morning i want to inform that toilet blocked,Infrastructure
hello sir there is a complaint that toilet blocked,Infrastructure
good morning sir i want to inform that study materials not uploaded,Academic
hello there is a complaint that fee receipt not updated,Administration
hello sir i want to inform that water leakage in hostel,Infrastructure
hello please note that classroom benches damaged,Infrastructure
hello administration i want to report that tube light flickering,Electrical
good evening madam please resolve as drinking water problem,Infrastructure
good evening madam i want to inform that leave request not approved,Administration
hello administration i want to report that switchboard damaged,Electrical
respected sir i want to inform that library chairs broken,Infrastructure
respected sir there is a complaint that hostel allotment delayed,Administration
respected sir i want to report that vegetables not fresh,Mess
hello fan making loud noise,Electrical
hello administration please note that water supply not available,Infrastructure
hello there is an issue where food not cooked properly,Mess
good morning i am facing a problem where wiring problem in room,Electrical
hello sir please note that unable to connect to campus wifi,Network
respected sir there is an issue where library chairs broken,Infrastructure
kindly check because professor not explaining properly,Academic
hello administration kindly check because hostel gate lock broken,Infrastructure
good evening there is a complaint that complaint office not responding,Administration
respected sir there is a complaint that drinking water problem,Infrastructure
respected sir i would like to complain that syllabus not completed,Academic
hello sir there is a complaint that scholarship not processed,Administration
hello syllabus not completed,Academic
please resolve as drinking water problem,Infrastructure
hello please note that complaint office not responding,Administration
good evening please note that fan not working in room,Electrical
hi sir there is a complaint that food not cooked properly,Mess
good morning sir please note that bathroom cleaning not done,Infrastructure
i am facing a problem where teacher absent frequently,Academic
hello sir there is a complaint that syllabus not completed,Academic
good evening madam i want to inform that food smells bad,Mess
hello administration fee receipt not updated,Administration
hello sir there is an issue where leave request not approved,Administration
good morning i want to inform that teacher absent frequently,Academic
hello administration class schedule not clear,Academic
hello sir there is a complaint that bathroom cleaning not done,Infrastructure
hi sir i want to report that unable to connect to campus wifi,Network
good evening please note that professor not explaining properly,Academic
hello sir i would like to complain that complaint office not responding,Administration
good evening please note that internet not accessible in library,Network
good evening madam i am facing a problem where exam schedule confusing,Academic
hi sir kindly check because admin office not responding,Administration
good evening there is an issue where unable to connect to campus wifi,Network
hi sir there is an issue where tube light flickering,Electrical
hello i want to report that drinking water problem,Infrastructure
hello administration i want to report that drinking water problem,Infrastructure
hello please resolve as bulb fused in corridor,Electrical
good evening please note that fan not working in room,Electrical
hello sir there is an issue where scholarship not processed,Administration
hello administration kindly check because tube light flickering,Electrical
hello administration kindly check because mess hygiene is poor,Mess
hello there is an issue where scholarship not processed,Administration
good morning sir kindly check because hostel allotment delayed,Administration
hello administration please note that id card issue unresolved,Administration
good evening madam i want to inform that leave request not approved,Administration
good evening kindly check because administration staff rude,Administration
respected sir please note that id card issue unresolved,Administration
good morning i want to inform that mess menu repetitive,Mess
good evening there is a complaint that toilet blocked,Infrastructure
good evening please resolve as wiring problem in room,Electrical
hello i want to report that fan speed very slow,Electrical
good morning sir i want to report that library chairs broken,Infrastructure
hello sir i would like to complain that wifi signal very weak,Network
good evening there is an issue where food served cold,Mess
good evening please note that vegetables not fresh,Mess
good evening madam i am facing a problem where professor not explaining properly,Academic
good evening please resolve as mess food quality very bad,Mess
good evening madam kindly check because exam schedule confusing,Academic
respected sir there is an issue where water leakage in hostel,Infrastructure
hello administration please resolve as faculty not responding to doubts,Academic
hi sir water leakage in hostel,Infrastructure
hi sir unable to connect to campus wifi,Network
hello administration i want to inform that mess food quality very bad,Mess
good morning sir i want to inform that class schedule not clear,Academic
good morning sir there is a complaint that building maintenance required,Infrastructure
hello i want to report that bulb fused in corridor,Electrical
i would like to complain that classroom benches damaged,Infrastructure
respected sir there is an issue where socket not working,Electrical
good evening madam kindly check because class schedule not clear,Academic
hello sir i want to report that internet not accessible in library,Network
hello sir i am facing a problem where lab sessions cancelled,Academic
i would like to complain that mess hygiene is poor,Mess
hello wifi login page not loading,Network
good morning i would like to complain that drinking water problem,Infrastructure
hello sir i want to report that wifi disconnecting frequently,Network
good evening madam there is a complaint that fee receipt not updated,Administration
respected sir there is an issue where bathroom cleaning not done,Infrastructure
good morning sir kindly check because water leakage in hostel,Infrastructure
good morning i would like to complain that hostel allotment delayed,Administration
good morning sir i would like to complain that power outage in hostel block,Electrical
good evening there is a complaint that food not cooked properly,Mess
good morning please note that study materials not uploaded,Academic
hello sir there is an issue where administration staff rude,Administration
hello i am facing a problem where mess food quality very bad,Mess
good evening there is a complaint that wifi disconnecting frequently,Network
respected sir bulb fused in corridor,Electrical
good evening there is a complaint that certificate not issued,Administration
i want to inform that power outage in hostel block,Electrical
respected sir i want to report that food served cold,Mess
hello sir kindly check because wifi login page not loading,Network
hello i want to inform that study materials not uploaded,Academic
hello sir i would like to complain that no internet in hostel room,Network
respected sir please resolve as wifi not working in hostel,Network
good morning sir please note that complaint office not responding,Administration
hello sir please note that admin office not responding,Administration
i would like to complain that network issue in hostel block,Network
good evening madam i want to report that mess food quality very bad,Mess
good morning sir there is an issue where id card issue unresolved,Administration
good morning sir there is a complaint that fan making loud noise,Electrical
good evening kindly check because toilet blocked,Infrastructure
respected sir i would like to complain that bathroom cleaning not done,Infrastructure
hello please resolve as scholarship not processed,Administration
hello administration i am facing a problem where bathroom cleaning not done,Infrastructure
hello administration please note that electricity gone since morning,Electrical
good morning sir i am facing a problem where exam schedule confusing,Academic
hello administration kindly check because administration staff rude,Administration
good evening i am facing a problem where food smells bad,Mess
hi sir i want to report that leave request not approved,Administration
good morning i want to inform that internet not accessible in library,Network
hello sir there is an issue where internet speed very slow,Network
please note that administration staff rude,Administration
hi sir i want to report that hostel allotment delayed,Administration
please resolve as wifi login page not loading,Network
hello sir there is an issue where bulb fused in corridor,Electrical
good morning sir i want to inform that toilet blocked,Infrastructure
hello there is an issue where unable to connect to campus wifi,Network
hello sir there is a complaint that internet not accessible in library,Network
i want to inform that building maintenance required,Infrastructure
respected sir there is an issue where no internet in hostel room,Network
hello sir there is an issue where syllabus not completed,Academic
hello please note that electricity gone since morning,Electrical
i want to report that fan speed very slow,Electrical
hello i am facing a problem where toilet blocked,Infrastructure
hello water supply not available,Infrastructure
good evening madam wiring problem in room,Electrical
good evening madam i am facing a problem where breakfast quality poor,Mess
good morning i want to report that plates are dirty in mess,Mess
hello administration i want to report that water leakage in hostel,Infrastructure
good morning kindly check because leave request not approved,Administration
good morning sir there is an issue where building maintenance required,Infrastructure
respected sir i am facing a problem where certificate not issued,Administration
hello i am facing a problem where electricity gone since morning,Electrical
good morning sir administration staff rude,Administration
hello there is an issue where lecture starts late,Academic
hello sir i am facing a problem where wifi not working in hostel,Network
good evening madam please note that professor not explaining properly,Academic
good evening please note that professor not explaining properly,Academic
good morning i want to inform that too many assignments given,Academic
